Image ID;labels;;;;;
2502.jpg;pet;;;;;
2528.jpg;pet;;;;;
2466.jpg;pet;;;;;
3919.jpg;pet;;;;;
2477.jpg;pet;;;;;
3810.jpg;pet;;;;;
4209.jpg;pet;;;;;
2489.jpg;pet;;;;;
2255.jpg;pet;;;;;
3699.jpg;pet;;;;;
2227.jpg;pet;;;;;
3902.jpg;pet;;;;;
2542.jpg;pet;;;;;
3880.jpg;pet;;;;;
2290.jpg;rigid plastic container;;;;;
2230.jpg;rigid plastic container;;;;;
5225.jpg;rigid plastic container;;;;;
3790.jpg;rigid plastic container;;;;;
3733.jpg;rigid plastic container;;;;;
5228.jpg;rigid plastic container;;;;;
5288.jpg;rigid plastic container;;;;;
3565.jpg;rigid plastic container;;;;;
5282.jpg;rigid plastic container;;;;;
2347.jpg;rigid plastic container;;;;;
3782.jpg;rigid plastic container;;;;;
3564.jpg;rigid plastic container;;;;;
2221.jpg;rigid plastic container;;;;;
3657.jpg;rigid plastic container;;;;;
2498.jpg;rigid plastic container;;;;;
2401.jpg;rigid plastic container;;;;;
3957.jpg;rigid plastic container;;;;;
2665.jpg;rigid plastic container;;;;;
2287.jpg;rigid plastic container;;;;;
3643.jpg;rigid plastic container;;;;;
2675.jpg;rigid plastic container;;;;;
3793.jpg;rigid plastic container;;;;;
2281.jpg;rigid plastic container;;;;;
4070.jpg;rigid plastic container;;;;;
3661.jpg;rigid plastic container;;;;;
3668.jpg;rigid plastic container;;;;;
4186.jpg;rigid plastic container;;;;;
2269.jpg;rigid plastic container;;;;;
4154.jpg;rigid plastic container;;;;;
4232.jpg;rigid plastic container;;;;;
5223.jpg;rigid plastic container;;;;;
2292.jpg;rigid plastic container;;;;;
2683.jpg;rigid plastic container;;;;;
4949.jpg;hazardous waste;;;;;
5101.jpg;hazardous waste;;;;;
5310.jpg;hazardous waste;;;;;
5324.jpg;hazardous waste;;;;;
4964.jpg;hazardous waste;;;;;
5314.jpg;hazardous waste;;;;;
5302.jpg;hazardous waste;;;;;
4954.jpg;hazardous waste;;;;;
4942.jpg;hazardous waste;;;;;
5308.jpg;hazardous waste;;;;;
4937.jpg;hazardous waste;;;;;
6920.jpg;residual waste;;;;;
6921.jpg;rigid plastic container;;;;;
6922.jpg;rigid plastic container;;;;;
6923.jpg;rigid plastic container;;;;;
6924.jpg;rigid plastic container;;;;;
6925.jpg;rigid plastic container;;;;;
6926.jpg;aluminium;;;;;
6927.jpg;aluminium;;;;;
6928.jpg;aluminium;;;;;
6929.jpg;aluminium;;;;;
6930.jpg;aluminium;;;;;
6931.jpg;aluminium;;;;;
6932.jpg;aluminium;;;;;
6933.jpg;aluminium;;;;;
6934.jpg;aluminium;;;;;
6935.jpg;aluminium;;;;;
6936.jpg;aluminium;;;;;
6937.jpg;composite carton;;;;;
6938.jpg;composite carton;;;;;
6939.jpg;composite carton;;;;;
6940.jpg;composite carton;;;;;
6941.jpg;composite carton;;;;;
6942.jpg;composite carton;;;;;
6943.jpg;composite carton;;;;;
6944.jpg;composite carton;;;;;
6945.jpg;composite carton;;;;;
6946.jpg;composite carton;;;;;
6947.jpg;composite carton;;;;;
6948.jpg;composite carton;;;;;
6949.jpg;plastic|aluminium;;;;;
6950.jpg;plastic|aluminium;;;;;
6951.jpg;plastic|aluminium;;;;;
6952.jpg;plastic|aluminium;;;;;
6953.jpg;plastic|aluminium;;;;;
6954.jpg;plastic|aluminium;;;;;
6955.jpg;plastic|aluminium;;;;;
6956.jpg;plastic|aluminium;;;;;
6957.jpg;plastic|aluminium;;;;;
6958.jpg;plastic|aluminium;;;;;
6959.jpg;plastic|aluminium;;;;;
6960.jpg;plastic|aluminium;;;;;
6961.jpg;plastic|aluminium;;;;;
6962.jpg;plastic|aluminium;;;;;
6963.jpg;brown glass;;;;;
6964.jpg;brown glass;;;;;
6965.jpg;brown glass;;;;;
6966.jpg;brown glass;;;;;
6967.jpg;brown glass;;;;;
6968.jpg;brown glass;;;;;
6969.jpg;brown glass;;;;;
6970.jpg;brown glass;;;;;
6971.jpg;brown glass;;;;;
6972.jpg;brown glass;;;;;
6973.jpg;brown glass;;;;;
6974.jpg;brown glass;;;;;
6975.jpg;brown glass;;;;;
6976.jpg;brown glass;;;;;
6977.jpg;brown glass;;;;;
6978.jpg;brown glass;;;;;
6979.jpg;green glass;;;;;
6980.jpg;green glass;;;;;
6981.jpg;green glass;;;;;
6982.jpg;green glass;;;;;
6983.jpg;green glass;;;;;
6984.jpg;green glass;;;;;
6985.jpg;green glass;;;;;
6986.jpg;green glass;;;;;
6987.jpg;green glass;;;;;
6988.jpg;green glass;;;;;
6989.jpg;green glass;;;;;
6990.jpg;green glass;;;;;
6991.jpg;green glass;;;;;
6992.jpg;green glass;;;;;
6993.jpg;green glass;;;;;
6994.jpg;green glass;;;;;
6995.jpg;green glass;;;;;
6996.jpg;green glass;;;;;
6997.jpg;green glass;;;;;
6998.jpg;green glass;;;;;
6999.jpg;hazardous waste;;;;;hazardous waste
7000.jpg;hazardous waste;;;;;
7001.jpg;hazardous waste;;;;;
7002.jpg;hazardous waste;;;;;
7003.jpg;hazardous waste;;;;;
7004.jpg;hazardous waste;;;;;
7005.jpg;hazardous waste;;;;;
7006.jpg;hazardous waste;;;;;
7007.jpg;hazardous waste;;;;;
7008.jpg;hazardous waste;;;;;
7009.jpg;hazardous waste;;;;;
7010.jpg;hazardous waste;;;;;
7011.jpg;hazardous waste;;;;;
7012.jpg;hazardous waste;;;;;
7013.jpg;hazardous waste;;;;;
7014.jpg;hazardous waste;;;;;
7015.jpg;hazardous waste;;;;;
7016.jpg;hazardous waste;;;;;
7017.jpg;hazardous waste;;;;;
7018.jpg;hazardous waste;;;;;
7019.jpg;hazardous waste;;;;;
7020.jpg;hazardous waste;;;;;
7021.jpg;hazardous waste;;;;;
7022.jpg;hazardous waste;;;;;
7023.jpg;hazardous waste;;;;;
7024.jpg;hazardous waste;;;;;
7025.jpg;hazardous waste;;;;;
7026.jpg;white glass|metal;;;;;
7027.jpg;white glass|metal;;;;;
7028.jpg;white glass|metal;;;;;
7029.jpg;white glass|metal;;;;;
7030.jpg;white glass|metal;;;;;
7031.jpg;white glass|metal;;;;;
7032.jpg;white glass|metal;;;;;
7033.jpg;white glass|metal;;;;;
7034.jpg;white glass|metal;;;;;
7035.jpg;white glass|metal;;;;;
7036.jpg;white glass|metal;;;;;
7037.jpg;white glass|metal;;;;;
7038.jpg;white glass|metal;;;;;
7039.jpg;white glass|metal;;;;;
7040.jpg;white glass|metal;;;;;
7041.jpg;white glass|metal;;;;;
7042.jpg;white glass|metal;;;;;
7043.jpg;white glass|metal;;;;;
7044.jpg;white glass|metal;;;;;
7045.jpg;white glass|metal;;;;;
7046.jpg;white glass|metal;;;;;
7047.jpg;white glass|metal;;;;;
7048.jpg;white glass|metal;;;;;
7049.jpg;white glass|metal;;;;;
7050.jpg;white glass|metal;;;;;
7051.jpg;white glass|metal;;;;;
7052.jpg;white glass|metal;;;;;
7053.jpg;white glass|metal;;;;;
7054.jpg;white glass|metal;;;;;
